Question,Correct Answer,Guess,Similarity,Accuracy,Comments
What US president died 79 days after being shot?,James Garfield,lyndon johnson,1,0,
What US president died 79 days after being shot?,James Garfield,martin van buren,1,0,
What US president died 79 days after being shot?,James Garfield,mccarthy,1,0,
What US president died 79 days after being shot?,James Garfield,mckinley,4,0,
What US president died 79 days after being shot?,James Garfield,mckinnley,4,0,
What US president died 79 days after being shot?,James Garfield,president kennedy,1,0,
What US president died 79 days after being shot?,James Garfield,reagan,1,0,
What US president died 79 days after being shot?,James Garfield,richard nixon,1,0,
What US president died 79 days after being shot?,James Garfield,ronald reagan,1,0,
What US president died 79 days after being shot?,James Garfield,roosevelt,1,0,
What US president died 79 days after being shot?,James Garfield,taft,1,0,
What US president died 79 days after being shot?,James Garfield,tyler,1,0,
What US president died 79 days after being shot?,James Garfield,wildrow wilson,1,0,
What US president died 79 days after being shot?,James Garfield,william henry harrison,1,0,
What US president died 79 days after being shot?,James Garfield,william mckinley,4,0,
What US president died 79 days after being shot?,James Garfield,wilson,1,0,
What US president died 79 days after being shot?,James Garfield,wooddrow wilson,1,0,
What US president died 79 days after being shot?,James Garfield,woodfird,1,0,
What US president died 79 days after being shot?,James Garfield,woodrow wilson,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,aaron burr,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,adam,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,adams,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,agnew,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,al gore,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,anderson,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,andrew jackson,4,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,andrew jacobson,4,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,andrew johnson,7,1,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,andrew jonson,6,1,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,biden,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,bill clinton,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,chaney,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,cheeney,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,cheyenny,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,dan quail,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,dan quayle,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,dick cheney,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,dick cheyney,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,donald trump,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,garfield,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,george bush,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,gerald ford,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,gore,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,grant,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,harry truman,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,hoover,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,jackson,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,james adams,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,jhonson,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,joe biden,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,john adams,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,john c calhoun,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,john pence,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,johnson,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,kennedy,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,l b jonson,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,lbj,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,lenny,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,linden johnson,4,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,lindon johnson,4,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,lyndon b johnson,4,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,martin van buren,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,mike pence,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,nixon,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,not sure,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,reagan,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,richard nixon,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,rockefeller,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,ronald reagan,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,roosevelt,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,sam adams,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,skip,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,taft,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,taylor,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,tom putin,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,truman,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,u.s. grant,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,wilson,1,0,
What vice president was accused of being drunk when sworn in?,Andrew Johnson,woodrow wilson,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,100 man,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,a rapper,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,adams,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,alf,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,being a lawyer,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,big dude,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,big l,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,big lonny,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,billy,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,bono,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,boris karloff,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,brisket,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,chain,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,chaney,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,chaney lon,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,chang,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,chanler,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,charley chapmen,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,charlie chaplin,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,charlie choplin,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,chevy chase,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,creighton chaney,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,davy jones,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,deniro,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,dick chaney,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,dick tracy,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,don,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,don cheadle,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,don johnson,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,don rickles,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,don smith,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,donald chaney,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,douchebag,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,dracula,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,eddie monroe,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,frankenstein,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,frankenstien,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,fred astaire,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,glen steward,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,groucho marx,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,heartman,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,herman,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,his comedy,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,hootie,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,horror guy,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,hulk,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,jack,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,jackie chan,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,james bond,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,james d,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,james dean,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,jamie foxx,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,jerry lewis,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,jinny,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,john,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,john gilbert,1,0,
What was actor Lon Chaney also known by?,The Man of a Thousand Faces,john wayne,1,0,
