mergecolumn,Question,Correct Answer,Guess,Similarity,Accuracy,Comments
Which horse was Horse of the Year from 1960 to 1964? anna,"What U.S. president's face graces a $100,000 bill?",Woodrow Wilson,woodrow wilson,7,1,
What is the second largest island in Europe? norway,What US coin weighs five grams?,Nickel,50 cent piece,1,0,
What is the most common cactus? green cacti,What US coin weighs five grams?,Nickel,dime,5,0,
What three words preceded 'land that I love' in a 1938 Irving Berlin tune? oh say can,What US coin weighs five grams?,Nickel,dimes,5,0,
Who wrote the song 'I Love Paris'? francis door,What US coin weighs five grams?,Nickel,dollar,2,0,
What did Jonas Salk invent? salt,What US coin weighs five grams?,Nickel,dollar coin,2,0,
"What nation's 90-man army is the world's oldest, dating back to 1506? finland",What US coin weighs five grams?,Nickel,fifty cent piece,1,0,
What was the name of the first probe to send back pictures from Mars? mars one,What US coin weighs five grams?,Nickel,five gram quarter,1,0,
Yapping Deng was a world champion in which sport? golf,What US coin weighs five grams?,Nickel,half dollar,2,0,
What Polish political movement got the support of Pope John Paul II in the 1980s? birth control,What US coin weighs five grams?,Nickel,nicek,7,1,
On which ship did President Nixon welcome the astronauts back from the Moon? john adams,What US coin weighs five grams?,Nickel,nichol,7,1,
In what city was the movie 'Leprechaun' shot? boston ma,What US coin weighs five grams?,Nickel,nickel,7,1,
Who invented the steamboat Clermont? samuel dison,What US coin weighs five grams?,Nickel,nickle,7,1,
What's the unit of capacity for fuel wood? ounces,What US coin weighs five grams?,Nickel,nikel,7,1,
What is the genus of the seahorse? horse,What US coin weighs five grams?,Nickel,nivckel,7,1,
What cartoonist has had three insect species named after him? charles schultz,What US coin weighs five grams?,Nickel,penny,2,0,
What body part is low-density lipoprotein most likely to clog? skin,What US coin weighs five grams?,Nickel,quarter,2,0,
What cartoon character did Walter Lantz create? marmaduke,What US coin weighs five grams?,Nickel,silver dollar,2,0,
What is the name of the goldfish in 'Pinocchio'? charles,What US coin weighs five grams?,Nickel,the half dollar,2,0,
What two fruits were Hawaiian women once forbidden by law to eat? kiwi and pineapple,What US president died 79 days after being shot?,James Garfield,abe lincoln,5,0,
What writer's last words were: 'Last words are for fools who haven't said enough'? edgar poe,What US president died 79 days after being shot?,James Garfield,abraham lincoln,5,0,
What is 'Turdus migratorius' better known as? migrating,What US president died 79 days after being shot?,James Garfield,abraham lincon,5,0,
What was the first physician to record case histories of patients? mark allen,What US president died 79 days after being shot?,James Garfield,adams,2,0,
What was actor Lon Chaney also known by? don johnson,What US president died 79 days after being shot?,James Garfield,andrew garfield,5,0,
What sport uses stones and brooms? curdling,What US president died 79 days after being shot?,James Garfield,andrew jackson,2,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit? james jones,What US president died 79 days after being shot?,James Garfield,andrew johnson,2,0,
Who was the U.S. president when the first edition of the Farmer's Almanac was published? nixon,What US president died 79 days after being shot?,James Garfield,carter,2,0,
Which hit-making band featured Andy Summers and Stewart Copeland? led zeppelin,What US president died 79 days after being shot?,James Garfield,cleveland,2,0,
Who was stuck in the spacecraft while Neil Armstrong and Buzz Aldrin moon-walked? james nelson,What US president died 79 days after being shot?,James Garfield,coolidge,2,0,
What fraternity was George W. Bush in? kappa pi psi,What US president died 79 days after being shot?,James Garfield,fdr,2,0,
What was the poison used at Socrates' execution? black mushrooms,What US president died 79 days after being shot?,James Garfield,garfield,7,1,
What leader said in 1942 'Never before have we had so little time in which to do so much'? hamilton,What US president died 79 days after being shot?,James Garfield,gary,2,0,
What US president died 79 days after being shot? kennedy,What US president died 79 days after being shot?,James Garfield,gordan granfield,1,0,
From what were jack-o-lanterns originally carved? stone,What US president died 79 days after being shot?,James Garfield,grag,1,0,
In what city is Texas State University? macon,What US president died 79 days after being shot?,James Garfield,graham,1,0,
Who invented the radio? james blow,What US president died 79 days after being shot?,James Garfield,grant,1,0,
What is the state flower of North Dakota? wild prairie flower,What US president died 79 days after being shot?,James Garfield,grover cleveland,2,0,
Whose theme song was 'Where the Blue of the night Meets the Gold of the Day'? american title,What US president died 79 days after being shot?,James Garfield,hamilton,1,0,
What chemical compound comes from the Greek word for 'primary'? helium,What US president died 79 days after being shot?,James Garfield,harrison,2,0,
What was the name of the ship on which Charles Darwin made his scientific voyage? mary side,What US president died 79 days after being shot?,James Garfield,howard,2,0,
What's the name of the main airport in Madrid? barifa,What US president died 79 days after being shot?,James Garfield,jackson,2,0,
Who wrote the Star Spangled Banner? david ross,What US president died 79 days after being shot?,James Garfield,james garfield,7,1,
What Pakistani was the first head of state in the 20th century to give birth in office? bharfa hkan,What US president died 79 days after being shot?,James Garfield,james garfiels,6,1,
What song took over No. 1 from Whitney Houston's 'I Will Always Love You'? celine dion,What US president died 79 days after being shot?,James Garfield,james jackson,2,0,
Which horse was Horse of the Year from 1960 to 1964? del hog,What US president died 79 days after being shot?,James Garfield,jfk,2,0,
Who wrote the song 'I Love Paris'? jay goode,What US president died 79 days after being shot?,James Garfield,jimmy carter,2,0,
What was the name of the first probe to send back pictures from Mars? men w,What US president died 79 days after being shot?,James Garfield,john f kendey,5,0,
What Polish political movement got the support of Pope John Paul II in the 1980s? voting,What US president died 79 days after being shot?,James Garfield,john f kennedy,5,0,
On which ship did President Nixon welcome the astronauts back from the Moon? j rs jones,What US president died 79 days after being shot?,James Garfield,johnson,2,0,
Who invented the steamboat Clermont? robert gufford,What US president died 79 days after being shot?,James Garfield,kennedy,5,0,
What colorless gas is essential in the production of fertilizers and light bulbs? tungsten,What US president died 79 days after being shot?,James Garfield,lincoln,5,0,
What was the name of the lunar module that landed the first man on the moon? mercury 2,What US president died 79 days after being shot?,James Garfield,lincon,5,0,
What is 'Turdus migratorius' better known as? food,What US president died 79 days after being shot?,James Garfield,lyndon johnson,2,0,
Who was stuck in the spacecraft while Neil Armstrong and Buzz Aldrin moon-walked? micheal collin,What US president died 79 days after being shot?,James Garfield,martin van buren,2,0,
What fraternity was George W. Bush in? epsilon pi,What US president died 79 days after being shot?,James Garfield,mccarthy,1,0,
What leader said in 1942 'Never before have we had so little time in which to do so much'? andrew jones,What US president died 79 days after being shot?,James Garfield,mckinley,5,0,
Who wrote the song 'I Love Paris'? stevie wonder,What US president died 79 days after being shot?,James Garfield,mckinnley,5,0,
Who was president of the US when Uncle Sam first got a beard? teddy roosevelt,What US president died 79 days after being shot?,James Garfield,president kennedy,5,0,
Who was stuck in the spacecraft while Neil Armstrong and Buzz Aldrin moon-walked? tony griffin,What US president died 79 days after being shot?,James Garfield,reagan,2,0,
What is the name of Roy Rogers' horse? mr ed,What US president died 79 days after being shot?,James Garfield,richard nixon,2,0,
What type of material constitutes at least half of all toothpastes? sodium chloride,What US president died 79 days after being shot?,James Garfield,ronald reagan,2,0,
"What nation's 90-man army is the world's oldest, dating back to 1506? military",What US president died 79 days after being shot?,James Garfield,roosevelt,2,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit? trisha yearwood,What US president died 79 days after being shot?,James Garfield,taft,2,0,
Who is the voice of Gary the snail on Spongebob Squarepants? seth green,What US president died 79 days after being shot?,James Garfield,tyler,2,0,
What Internet search utility was named after the mascot of the University of Minnesota? comcast,What US president died 79 days after being shot?,James Garfield,wildrow wilson,2,0,
What song did both Ronald Reagan and Walter Mondale quote in the 1984 presidential campaign? god bless the usa,What US president died 79 days after being shot?,James Garfield,william henry harrison,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon? apollo 13,What US president died 79 days after being shot?,James Garfield,william mckinley,5,0,
What president had to read a news ticker to discover that his daughter Luci was engaged? hilary clinton,What US president died 79 days after being shot?,James Garfield,wilson,2,0,
What was the name of the first probe to send back pictures from Mars? apollo 1,What US president died 79 days after being shot?,James Garfield,wooddrow wilson,2,0,
What was the first physician to record case histories of patients? thomas edison,What US president died 79 days after being shot?,James Garfield,woodfird,1,0,
What was the name of the ship on which Charles Darwin made his scientific voyage? apollo 1,What US president died 79 days after being shot?,James Garfield,woodrow wilson,2,0,
What state shares its border with the most states? indiana,What vice president was accused of being drunk when sworn in?,Andrew Johnson,aaron burr,1,0,
For which president was the blueberry jelly bean made? thomas roosevelt,What vice president was accused of being drunk when sworn in?,Andrew Johnson,adam,1,0,
